Charlotte 49ers,CHAR
WR,Draymond Lebron,33,2004,96,87,78,77,77,81,3.5,1
WR,Kendrick Ryan,27,2011,81,57,93,76,79,78,3.9,3
WR,Arthur Tim,32,2005,94,70,89,75,73,81,3.2,3
WR,Eric Ralph,33,2006,92,79,51,84,59,74,3.0,2
WR,Roman Delroy,32,2006,68,73,78,69,59,56,0.5,1
WR,Lamar Tupac,29,2009,94,72,89,59,59,59,0.5,1
OL,Joseph Adam,31,2006,78,59,56,89,68,98,5.2,4
OL,Thomas Squires,31,2006,86,70,99,83,82,72,3.3,3
OL,Reggie Ryan,27,2010,86,74,59,77,99,69,3.5,2
OL,Edward Kobe,28,2011,94,55,71,82,72,61,2.8,3
OL,Shawnte Randall,24,2014,56,78,93,78,69,62,2.6,1
OL,Deon Tim,29,2010,83,72,95,74,72,69,2.0,1
OL,Beckham Draymond,32,2006,51,73,50,66,66,66,0.5,1
OL,Tim Ralph,27,2011,56,51,79,66,63,57,0.5,1
OL,Michael Aaron,31,2007,56,68,83,59,59,66,0.5,1
OL,Hunter Quinton,23,2015,64,79,54,60,56,58,0.5,1
K,Wardell Carl,26,2012,70,56,89,72,77,64,1.6,1
K,Matthew Delroy,23,2015,68,50,74,71,71,76,1.4,3
S,Brian Manning,22,2015,61,65,62,68,68,76,2.8,2
S,Samuel Wendell,32,2006,74,79,71,58,56,60,0.5,1
CB,Roy Charles,28,2010,72,78,53,76,105,80,4.4,2
CB,Rufus Harold,32,2005,66,50,57,88,66,62,2.6,1
CB,Andre Justin,30,2007,59,50,88,84,65,64,2.4,1
CB,Clayton Carlos,27,2012,77,79,65,71,61,86,2.2,1
CB,Reggie Harry,28,2010,75,71,73,69,55,69,0.5,1
CB,Justin Peyton,31,2007,81,64,52,66,57,58,0.5,1
DL,Jack Reggie,26,2012,64,52,73,85,65,90,4.2,4
DL,Damian Marvin,32,2005,57,63,50,88,82,50,3.1,1
DL,Brian Long,24,2013,84,78,86,82,58,73,2.9,1
DL,Fred Roman,29,2009,50,55,72,85,53,60,2.2,2
DL,Bruce Damon,27,2011,58,60,56,74,66,73,2.2,1
DL,Jamaar Terry,29,2009,73,74,98,66,100,56,1.7,2
DL,Odell Lebron,29,2009,88,61,70,60,57,69,0.5,1
DL,Lee Ha-Ha,24,2014,89,65,78,59,60,57,0.5,1
LB,Carl Raymond,29,2009,100,76,94,96,84,82,6.7,3
LB,Kim Dick,26,2013,93,78,62,71,76,77,2.4,2
LB,Dennis Kobe,30,2009,73,77,50,74,67,74,2.0,1
LB,Reggie Theo,30,2008,88,77,53,70,65,77,1.7,2
LB,Damian Myers,25,2013,55,61,87,68,65,64,0.5,1
LB,Ryan Jack,30,2008,99,69,66,68,62,56,0.5,1
LB,Ha-Ha Kobe,22,2016,94,78,74,61,65,66,0.5,1
LB,Thor Squires,29,2009,64,74,80,57,67,56,0.5,1
END_PLAYERS
Wake Forest Demon Deacons,WAKE
QB,Jimmy Jack,31,2008,86,64,56,111,80,65,17.6,2
QB,Kaynard Spike,30,2008,50,65,101,56,67,56,0.5,1
RB,Tre Jason,27,2012,89,54,58,80,89,71,5.6,3
RB,John Andrew,28,2010,69,63,87,64,72,86,3.9,2
RB,Joe Dexter,24,2015,98,65,78,89,65,59,3.3,2
RB,Adam Ralph,29,2009,82,60,100,68,65,69,0.5,1
WR,Ryan Omarr,29,2008,62,75,58,81,72,78,3.9,3
WR,Dequain Johnson,25,2012,77,55,63,83,68,77,4.2,3
WR,Tupac Omari,25,2012,88,75,56,75,85,68,3.7,1
WR,Kim Talin,27,2011,87,62,85,76,70,70,3.0,3
WR,Terry Rhys,30,2007,50,61,107,77,72,54,2.1,1
WR,George George,24,2014,56,70,83,55,62,56,0.5,1
OL,Jarvis Paul,32,2006,56,62,75,98,60,76,4.4,1
OL,Damon Omarr,37,2002,72,75,52,94,79,43,2.9,3
OL,Raymond George,25,2012,74,56,78,90,58,67,3.7,2
OL,Otis Rhys,34,2005,91,79,69,85,58,64,2.2,1
OL,Wayne Dennis,27,2012,98,70,87,70,85,72,2.4,1
OL,Dontrell Quinton,30,2007,64,65,59,79,61,62,2.0,1
OL,Brady Rodell,28,2010,80,71,62,66,65,68,0.5,1
OL,Draymond Jason,24,2014,80,70,58,63,66,68,0.5,1
OL,Wendell Tupac,32,2006,59,58,94,63,69,57,0.5,1
OL,Matthew Dequain,33,2005,50,64,50,58,61,66,0.5,1
K,Kendrick Russell,31,2007,55,59,58,85,70,53,1.7,1
K,Dontrell Aaron,30,2007,77,78,71,71,81,52,1.7,3
S,Manning Dajon,26,2012,81,77,50,70,68,78,2.6,1
S,Nguyen Dontrell,30,2007,67,77,60,74,74,60,2.1,2
CB,Peyton Edward,30,2007,83,78,58,87,84,81,4.2,2
CB,Reggie David,27,2010,78,64,85,62,78,103,2.9,1
CB,Arthur Javan,21,2016,58,52,69,83,65,61,2.8,3
CB,Damon Russell,28,2010,93,77,83,65,89,69,2.2,2
CB,Randall Ben,23,2014,69,65,54,72,72,64,2.0,1
CB,Jose Peyton,26,2012,93,79,50,66,60,61,0.5,1
DL,Kevin Damarco,26,2012,76,68,51,75,79,106,4.2,1
DL,Lee Jimmy,29,2008,54,72,55,78,70,91,3.3,3
DL,Richard Russell,31,2008,83,71,98,74,80,76,2.4,1
DL,Joe Dirk,28,2009,61,78,66,78,64,75,2.6,2
DL,Patrick Brady,27,2010,60,65,76,67,64,90,2.0,3
DL,Bruce Tyree,22,2016,60,74,62,68,64,68,0.5,1
DL,Frank Odell,23,2015,50,78,56,63,63,61,0.5,1
DL,Douglas Hunter,29,2009,80,77,82,57,63,55,0.5,1
LB,Thomas Theo,24,2014,89,68,76,90,65,80,5.2,3
LB,Andre Malik,28,2011,65,73,103,81,78,65,2.9,2
LB,Rondall Terry,23,2015,62,70,92,73,87,61,2.6,1
LB,Damon Aaron,24,2013,72,62,60,70,71,77,2.2,2
LB,Orlando Robert,33,2005,80,68,50,60,63,67,0.5,1
LB,Dajon Isaac,27,2011,87,58,79,58,59,62,0.5,1
LB,Rondall Tran,31,2007,80,57,78,56,65,59,0.5,1
LB,Eric Ronald,23,2015,88,78,77,55,55,66,0.5,1
END_PLAYERS
Appalachian State Mountaineers,APP
QB,Darik Odell,27,2010,80,59,80,70,86,78,9.8,8
QB,Wendell Beckham,27,2012,86,65,51,76,76,93,9.3,3
RB,Richard Joseph,31,2008,82,83,71,71,92,73,4.4,2
RB,Isaac Peyton,29,2008,66,78,53,107,71,54,4.4,1
RB,Marcus Cox,21,2015,99,80,88,99,99,99,3.3,8
RB,Jalin Moore,20,2016,91,71,88,83,89,88,0.5,8
WR,Scott Joe,23,2015,80,65,68,93,80,83,8.3,3
WR,Jerry Wardell,30,2009,92,54,98,78,68,76,3.2,1
WR,Damon Nate,26,2011,75,73,59,77,78,66,3.2,2
WR,Damarco Michael,30,2009,89,64,84,67,66,83,2.1,2
WR,Fred Talin,33,2005,59,54,80,64,64,66,0.5,1
WR,Jason Tyree,26,2012,73,56,50,65,56,67,0.5,1
OL,Edward Odell,31,2007,101,70,69,105,89,77,8.0,1
OL,Lee Sin,27,2011,64,72,74,92,94,95,3.1,1
OL,Matthew Adam,25,2012,102,62,62,89,80,76,3.1,1
OL,Odell Thomas,25,2014,62,51,59,84,86,78,2.9,1
OL,Frank Raymond,26,2013,90,71,87,83,70,74,2.2,3
OL,Squires Henry,27,2010,52,69,83,81,53,62,2.0,2
OL,Damon Ralph,28,2010,68,77,51,86,89,69,0.5,1
OL,Randall Deon,23,2015,89,75,69,80,89,69,0.5,1
OL,Clayton George,30,2008,65,64,80,83,57,59,0.5,1
OL,Ha-Ha Roy,24,2014,79,65,87,60,59,64,0.5,1
K,Wendell Adrian,30,2007,92,73,64,84,82,67,2.5,1
K,Andrew Jarvis,23,2015,81,50,83,66,68,56,0.5,1
S,Damarco Johnson,23,2015,96,59,63,81,70,65,3.5,2
S,Kim Charles,22,2016,85,51,68,66,67,57,0.5,1
CB,Joseph Steven,24,2013,51,75,76,91,76,70,4.4,2
CB,James Paul,25,2012,87,75,70,85,80,60,3.3,2
CB,Eli Aaron,31,2007,88,70,76,76,65,84,2.4,2
CB,Matthew Keon,25,2012,50,58,86,67,82,75,2.4,3
CB,Clifton Duck,20,2014,103,84,83,94,99,95,2.0,14
CB,Harold Benton,30,2008,62,73,74,65,88,58,0.5,1
DL,Bruce Delroy,32,2006,68,78,54,91,82,81,4.2,4
DL,Hunter Tre,30,2007,92,82,66,64,97,93,2.8,1
DL,Omarr Gerald,26,2013,66,66,93,70,92,68,2.6,2
DL,John Lavon,22,2016,96,72,81,82,61,61,2.8,1
DL,Damon Damarco,23,2015,50,69,76,72,61,86,2.4,3
DL,Cordell Spike,23,2014,77,51,80,60,91,79,2.0,1
DL,Russell Paul,23,2015,82,71,75,67,65,67,0.5,1
DL,Spike Robert,23,2015,63,52,80,64,60,55,0.5,1
LB,Samuel Kevin,25,2012,90,58,81,85,67,84,4.0,4
LB,Kevin Andre,33,2005,86,81,81,79,69,94,3.1,2
LB,Lucius Adrian,25,2013,85,52,76,72,65,85,2.6,1
LB,Michael Douglas,23,2015,97,59,60,67,72,83,2.2,1
LB,Brian Rufus,32,2006,53,60,54,64,63,67,0.5,1
LB,Ryan Clifton,30,2008,77,55,78,63,64,63,0.5,1
LB,Tyrell Deon,33,2005,83,77,78,64,62,57,0.5,1
LB,Joshua Omari,25,2013,57,66,75,61,59,62,0.5,1
END_PLAYERS
Coastal Carolina Chanticleers,CCAR
QB,Tim Jason,33,2005,89,63,50,83,72,90,7.7,1
QB,Rodell Joshua,23,2016,77,52,62,68,80,62,7.2,3
QB,Damian Draymond,27,2012,61,63,64,58,81,64,5.2,1
RB,Hakeem Russell,28,2010,74,76,82,75,60,93,4.2,1
RB,Tyree Billy,29,2008,101,81,75,81,67,78,3.9,3
RB,Dequain Lee,30,2007,90,72,76,71,78,75,3.6,2
RB,Jamaar Wayne,25,2013,50,56,72,57,62,61,0.5,1
WR,Lavon Richard,25,2012,94,78,90,97,89,76,8.7,3
WR,Darik Theo,24,2014,99,56,51,71,59,90,3.0,2
WR,Perry Kobe,25,2012,86,73,78,77,60,73,2.8,1
WR,Marvin Keon,28,2009,74,65,86,74,69,67,2.6,3
WR,Wendell Trayvon,26,2011,78,59,72,69,81,61,2.3,2
WR,Perry Roy,22,2016,66,77,61,60,57,55,0.5,1
OL,Jack Tim,27,2011,76,66,58,79,94,81,4.2,2
OL,Jack Scott,29,2010,100,74,84,90,64,74,3.7,3
OL,Omari Dajon,23,2015,90,69,80,82,80,73,3.7,2
OL,Justin Ben,25,2013,97,79,102,85,57,74,3.3,2
OL,Russell Paul,22,2015,65,64,67,79,68,67,2.9,3
OL,Tyree Larry,29,2008,96,61,50,76,67,66,2.0,2
OL,Rhys Ha-Ha,27,2011,64,59,81,65,69,62,0.5,1
OL,Tim Manning,30,2008,53,50,65,65,68,64,0.5,1
OL,Matthew Damian,28,2010,51,61,91,64,60,67,0.5,1
OL,Dequain Jerry,23,2015,97,57,50,56,67,57,0.5,1
K,Alwan Jarvis,32,2007,89,70,72,88,73,70,2.1,2
K,Tran Damon,28,2010,50,66,72,60,69,68,0.5,1
S,Wardell Jeremy,34,2005,80,69,102,89,71,66,3.5,2
S,Thor Nguyen,24,2014,82,66,86,66,64,67,0.5,1
CB,Richard David,27,2012,82,66,50,94,95,62,5.7,3
CB,Otis Alan,35,2002,85,85,87,80,80,65,2.4,1
CB,Patrick Javan,33,2005,75,64,52,80,85,58,2.4,1
CB,Malik Joshua,25,2012,91,70,51,61,82,81,2.2,2
CB,Tre Myers,28,2010,51,54,52,60,62,64,0.5,1
CB,Jose Juan,26,2012,64,60,52,66,55,56,0.5,1
DL,Orlando Rodell,30,2007,77,74,62,92,79,65,4.2,3
DL,Myers Kevin,22,2016,72,51,61,81,73,77,3.7,2
DL,Deon Robert,25,2014,88,58,50,82,69,62,2.9,2
DL,Jamaar Ralph,30,2009,83,77,67,70,78,78,2.2,2
DL,Reggie Larry,28,2009,79,52,88,76,71,56,2.0,1
DL,Samuel Keon,29,2009,94,75,91,72,71,66,1.7,3
DL,Deon Arthur,28,2010,83,69,67,66,65,65,0.5,1
DL,Scott Tyronne,23,2015,86,77,50,59,64,59,0.5,1
LB,Luther Squires,26,2011,87,59,53,87,73,82,4.4,2
LB,Kendrick Mark,34,2003,105,90,54,77,73,81,2.6,3
LB,Jose Ryan,22,2016,98,64,66,70,81,80,2.9,2
LB,Nguyen George,26,2011,58,66,88,74,49,79,1.9,1
LB,Gerald Perry,32,2006,88,63,69,66,68,56,0.5,1
LB,Luther Peter,22,2016,82,50,98,62,69,61,0.5,1
LB,Roman Carl,29,2009,64,64,50,65,61,59,0.5,1
LB,George Wardell,23,2015,59,54,54,65,57,59,0.5,1
END_PLAYERS
Georgia Southern Eagles,GASO
QB,Cordell Wardell,27,2011,86,80,63,78,76,76,8.2,3
QB,Damian Harry,33,2005,52,76,77,72,83,58,6.7,2
RB,Derrick Carnell,28,2010,71,80,64,82,73,92,6.0,3
RB,Harold Harold,30,2007,106,77,58,71,70,81,3.6,2
RB,Shawnte Kim,25,2012,74,63,66,60,63,88,3.1,1
RB,Bruce Theo,26,2012,56,50,65,64,55,65,0.5,1
WR,Andrew Daniel,32,2005,105,86,56,72,111,72,4.4,3
WR,Quinton Wardell,29,2008,92,79,57,80,67,79,3.5,2
WR,Lavon Randall,30,2009,79,80,56,70,76,79,2.8,1
WR,Joseph Adrian,28,2010,60,72,77,72,62,85,2.8,3
WR,Peter Shawnte,27,2011,59,51,85,77,61,67,2.3,3
WR,Kevin Samuel,24,2014,71,65,60,62,61,64,0.5,1
OL,Hunter Peter,34,2003,103,88,71,98,85,67,5.7,3
OL,Eli Omarr,30,2007,80,54,50,79,76,83,3.3,1
OL,Arthur Fred,25,2012,81,52,62,83,66,70,3.3,2
OL,Tim Talin,23,2014,85,55,65,77,77,67,2.9,1
OL,Shawnte Dirk,24,2014,82,64,93,82,63,60,2.6,2
OL,Walter Jeremy,24,2014,90,66,91,76,57,76,2.4,3
OL,Kevin Charles,27,2011,62,59,51,64,58,68,0.5,1
OL,Theo Richard,27,2011,59,76,78,61,63,65,0.5,1
OL,Jimmy Damon,27,2011,69,62,59,61,59,58,0.5,1
OL,Lavon Daniel,23,2015,59,50,85,59,55,56,0.5,1
K,Bruce Marvin,31,2007,54,58,105,69,87,86,1.8,3
K,Vashan Billy,30,2008,57,60,82,67,69,68,0.5,1
S,Samuel Adam,23,2016,92,69,84,71,74,65,2.6,1
S,Joshua Carnell,32,2006,77,74,55,55,65,57,0.5,1
CB,Trayvon Bobby,32,2005,98,84,101,89,84,64,3.5,1
CB,Eli Brady,24,2013,60,51,57,90,82,54,3.7,2
CB,Roy Douglas,25,2012,94,63,50,71,71,82,2.6,3
CB,Jeremy Richard,26,2011,90,54,101,68,78,75,2.2,2
CB,Adam Derrick,24,2015,59,74,99,59,79,88,2.2,1
CB,Joshua Douglas,30,2008,91,74,70,69,62,55,0.5,1
DL,Rodell Deon,26,2012,68,70,69,93,62,79,5.2,4
DL,Ha-Ha Delroy,34,2004,69,58,81,81,73,78,2.8,1
DL,Marvin Perry,29,2008,72,56,86,82,59,70,2.6,3
DL,Keon Damian,26,2012,87,78,72,75,68,76,2.4,1
DL,Dexter Steven,27,2011,64,74,73,70,71,74,2.0,3
DL,Bobby Fred,29,2008,76,72,84,66,70,85,1.7,3
DL,Rufus Daniel,31,2007,80,61,80,59,69,66,0.5,1
DL,George Tim,26,2012,76,60,52,55,57,67,0.5,1
LB,Dirk Jordan,31,2006,54,60,62,97,78,62,5.2,1
LB,Tim Roy,30,2009,87,64,52,88,63,74,3.5,2
LB,Tyronne Jeremy,24,2014,50,76,73,78,69,77,3.1,1
LB,Dajon Justin,29,2009,84,63,53,69,64,65,0.5,1
LB,Alan Henry,33,2005,98,61,68,67,68,64,0.5,1
LB,Dontrell Jordan,23,2015,55,50,55,68,65,58,0.5,1
LB,Joshua Alan,26,2012,93,61,74,68,57,61,0.5,1
LB,Peter Ha-Ha,25,2013,85,77,88,55,67,61,0.5,1
END_PLAYERS
Georgia State Panthers,GAST
QB,Theo Russell,25,2012,97,60,97,87,70,78,9.3,2
QB,Isaac Odell,25,2012,99,69,80,77,70,75,7.2,3
QB,Lee George,27,2010,99,64,54,63,78,75,6.2,3
RB,Dick Theo,21,2016,79,78,62,89,61,78,5.0,2
RB,Derrick Andrew,31,2008,96,69,93,89,81,57,3.6,2
RB,Rhys Andre,23,2015,50,63,92,80,68,74,4.2,2
RB,Bruce Carnell,28,2010,51,69,55,55,58,60,0.5,1
WR,Thomas Peter,22,2016,84,59,57,95,75,65,6.5,3
WR,Juan Juan,27,2012,95,67,60,67,81,81,3.2,3
WR,Andrew Anthony,29,2010,62,51,79,75,68,71,2.6,2
WR,Draymond Adam,25,2013,97,55,52,75,73,64,2.8,3
WR,Kim James,21,2016,87,52,54,77,63,69,3.0,2
WR,Adrian Dirk,26,2012,56,57,50,55,59,63,0.5,1
OL,Beckham Charles,24,2015,74,61,67,87,83,66,4.4,4
OL,Dirk Billy,32,2006,81,70,81,90,62,76,3.5,1
OL,Arthur Rhys,29,2010,91,80,79,79,98,63,3.3,1
OL,Joe Rodell,27,2012,67,69,88,85,66,66,3.1,3
OL,Fred George,24,2013,64,57,96,69,61,98,2.6,3
OL,Harry Peter,23,2015,88,67,54,63,87,88,2.4,3
OL,Clayton Kevin,24,2014,88,69,88,70,70,72,2.0,3
OL,Wayne Harold,25,2013,89,61,56,62,66,63,0.5,1
OL,Tre Dajon,25,2013,98,64,53,56,66,65,0.5,1
OL,Javan Alwan,29,2009,59,70,50,55,63,63,0.5,1
K,James Brian,33,2004,85,65,62,75,82,74,1.7,2
K,Lebron Thomas,29,2009,76,79,50,56,55,60,0.5,1
S,Theo Brian,24,2013,81,67,89,101,67,87,9.0,3
S,Dexter John,31,2007,92,69,98,56,65,62,0.5,1
CB,Lebron Marvin,34,2005,95,64,55,72,75,103,3.1,4
CB,Jeremy Eric,27,2011,78,57,79,87,64,79,3.5,2
CB,Deon Jamaar,32,2007,93,67,50,71,84,76,2.4,1
CB,Damon Patrick,30,2007,72,57,50,69,80,73,2.0,2
CB,Jason Kaynard,27,2011,76,70,91,67,61,68,0.5,1
CB,Damian Richard,28,2010,67,52,64,62,56,69,0.5,1
DL,Edward Perry,31,2007,84,73,50,92,69,76,4.2,3
DL,Squires Johnson,26,2012,93,68,87,77,77,78,3.1,1
DL,Donald William,32,2005,67,53,54,85,75,54,2.6,3
DL,Michael Randall,26,2012,79,64,83,72,71,79,2.4,2
DL,Tran Henry,27,2011,72,58,51,73,63,74,2.0,1
DL,Damarco Ronald,26,2012,83,66,81,76,67,59,1.9,3
DL,Damon Jose,25,2013,70,61,73,69,69,63,0.5,1
DL,Dennis Tyree,30,2008,64,67,67,65,69,58,0.5,1
LB,Jeremy Russell,25,2013,102,80,75,85,100,76,6.0,2
LB,Mark Darik,30,2007,87,71,55,72,79,80,2.6,3
LB,Roy Johnson,27,2010,60,79,93,70,69,81,2.2,2
LB,Samuel Jack,30,2009,56,65,59,70,56,87,1.7,3
LB,Nate Otis,30,2008,90,80,59,65,67,65,0.5,1
LB,Paul Derrick,27,2011,88,70,58,65,59,65,0.5,1
LB,Marvin Mark,22,2016,88,58,89,58,66,67,0.5,1
LB,Rhys Patrick,31,2007,69,52,51,55,69,62,0.5,1
END_PLAYERS
Arkansas State Red Wolves,ARST
QB,Walter Marvin,29,2008,93,56,57,83,87,85,14.4,1
QB,Tyrell Myers,24,2014,64,77,75,72,70,71,5.7,3
RB,Harold George,29,2008,80,66,72,84,61,87,4.4,2
RB,Marvin Scott,29,2009,92,81,100,67,92,71,4.2,3
RB,Keon Peter,26,2011,65,73,90,72,80,66,3.3,1
RB,Gerald Myers,22,2016,57,69,89,56,64,57,0.5,1
WR,Douglas Luther,33,2006,78,61,92,96,70,69,4.4,3
WR,Carlos Luther,25,2014,103,52,51,87,64,64,3.7,1
WR,Deon Harold,29,2010,85,60,69,73,71,82,3.0,1
WR,Jamaar Arthur,27,2011,51,77,50,74,67,77,3.0,2
WR,Kaynard George,24,2014,54,67,76,66,63,67,0.5,1
WR,David Otis,31,2007,91,71,51,59,58,61,0.5,1
OL,Brian Jason,34,2003,100,88,98,81,88,79,3.5,1
OL,Fred Orlando,30,2007,87,77,98,88,63,79,3.5,3
OL,Jack Harold,31,2006,57,50,82,95,55,59,3.1,3
OL,Umar Ben,33,2004,61,63,76,79,54,97,2.6,2
OL,Robert Jose,25,2012,74,59,84,71,86,75,2.8,1
OL,Wendell Tran,27,2010,86,53,52,77,60,72,2.2,3
